Sarcastic,non_sarcastic,,,
i would like to thank the espn 3 stream for being more than a minute behind the actual play truly great job guys,i protest the espn 3 stream for being more than a minute behind the actual play truly horrible job guys,"
","
","
"
i would like to thank the espn 3 stream for being more than a minute behind the actual play truly great job guys, hate how people judge people and you re in church,"
","
","
"
i would like to thank the espn 3 stream for being more than a minute behind the actual play truly great job guys,i would like to diss the espn 3 stream for being more than a minute behind the actual play bad job guys,"
","
","
"
 oh and i forgot wearing a ball cap in church separates people from christ that's the problem, oh and i forgot wearing a ball cap in church separates people from christ that's the problem,"
","
","
"
 oh and i forgot wearing a ball cap in church separates people from christ that's the problem, oh and i forgot wearing a ball cap in church separates people from christ that's the problem,"
","
","
"
 oh and i forgot wearing a ball cap in church separates people from christ that's the problem, oh and i forgot wearing a ball cap in church separates people from christ that's the problem,"
","
","
"
 oh and i forgot wearing a ball cap in church separates people from christ that's the problem, oh and i forgot wearing a ball cap in church separates people from christ that's the problem,"
","
","
"
 oh and i forgot wearing a ball cap in church separates people from christ that's the problem, it is not like wearing a ball cap in church separates people from christ that's not the problem,"
","
","
"
 the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar, the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar,"
","
","
"
 the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar, the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar,"
","
","
"
 the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar, the alt right is not peaceful,"
","
","
"
 the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar, what a bad day,"
","
","
"
 the alt right is a religion of peace the future must not belong to those who slander the prophet of the alt right trump acbar, the alt right is against islam and trump is its pioneer,"
","
","
"
 what a great day, what an horrible day,"
","
","
"
 what a great day, what a hopeless day,"
","
","
"
 what a great day, what a horrible day,"
","
","
"
 what a great day, sometimes i prefer keeping my opinion to myself,"
","
","
"
 what a great day, what a bad day,"
","
","
"
 the digital war is on like donkey kong, the digital war is on like donkey kong,"
","
","
"
 the digital war is on like donkey kong, the digital war is on like donkey kong,"
","
","
"
 the digital war is on like donkey kong, the digital war is on like donkey kong,"
","
","
"
 the digital war is on like donkey kong, hate how feminism has taken part that a man can t explain anything to a woman,"
","
","
"
 the digital war is on like donkey kong, the digital war is on like donkey kong,"
","
","
"
 some days i get so bored of keeping my opinions to myself, some days i feel like just keeping my opinions to myself,"
","
","
"
 some days i get so bored of keeping my opinions to myself, some days i get so bored of keeping my opinions to myself,"
","
","
"
 some days i get so bored of keeping my opinions to myself, some days i enjoy keeping my opinions to myself,"
","
","
"
 some days i get so bored of keeping my opinions to myself, sometimes i prefer keeping my opinion to myself,"
","
","
"
 some days i get so bored of keeping my opinions to myself, i am never bored of keeping my opinions to myself,"
","
","
"
 pardew should have waited to do that dance looks a twat now, pardew jump the gun by dancing after his team scored first,"
","
","
"
 pardew should have waited to do that dance looks a twat now, pardew should have waited to do that dance looks a twat now,"
","
","
"
 pardew should have waited to do that dance looks a twat now, pardew should have waited to do that dance looks a twat now,"
","
","
"
 pardew should have waited to do that dance looks a twat now, pardew should have waited to do that dance looks a twat now,"
","
","
"
 pardew should have waited to do that dance looks a twat now, pardew should have waited to do that dance looks a twat now,"
","
","
"
 what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue, what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue,"
","
","
"
 what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue, what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue,"
","
","
"
 what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue, what is mansplaining ? oh i get it now anytime a guy explains something to a woman no feminism you're wrong that is not a real issue,"
","
","
"
 what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue, hate how feminism has taken part that a man can t explain anything to a woman,"
","
","
"
 what is mansplaining ? oh i get it now anytime a guy explains something to a woman yes feminism you're right that is a real issue, what is mansplaining ? oh i get it now anytime a guy explains something to a woman that is not a real feministic issue,"
","
","
"
 of course i don't have headphones terrific end to a terrific night, of course i do have headphones terrific end to a terrific night,"
","
","
"
 of course i don't have headphones terrific end to a terrific night, of course i don't have headphones terrific end to a terrific night,"
","
","
"
 of course i don't have headphones terrific end to a terrific night, horrible end to a horrible night,"
","
","
"
 of course i don't have headphones terrific end to a terrific night, i have headphones,"
","
","
"
 of course i don't have headphones terrific end to a terrific night, oh no i don't have headphones awful end to a awful night,"
","
","
"
 i'm so in love with fake people, i so much hate fake people,"
","
","
"
 i'm so in love with fake people, i'm so in love with fake people,"
","
","
"
 i'm so in love with fake people, i hate fake people,"
","
","
"
 i'm so in love with fake people, hate fake people,"
","
","
"
 i'm so in love with fake people, i hate fake people,"
","
","
"
 gotta love favoritism in the workplace, gotta hate favoritism in the workplace,"
","
","
"
 gotta love favoritism in the workplace, gotta love favoritism in the workplace,"
","
","
"
 gotta love favoritism in the workplace, i hate favoritism in the workplace,"
","
","
"
 gotta love favoritism in the workplace, hate favoritism in the workplace,"
","
","
"
 gotta love favoritism in the workplace, i hate favouritism in the workplace,"
","
","
"
 so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol, so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol,"
","
","
"
 so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol, so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense,"
","
","
"
 so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol, so today i discovered the term wmaf hapa but it doesn't make sense to me,"
","
","
"
 so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol, so today i discovered the term wmaf hapa and now that changes my whole life,"
","
","
"
 so today i discovered the term wmaf hapa and wow my entire life now makes so much more sense lol, so today i discovered the term wmaf hapa and it has not affected how sensible my life is,"
","
","
"
 when your day gets better and better, when your day gets worst and worst,"
","
","
"
 when your day gets better and better, when your day gets better and bette,"
","
","
"
 when your day gets better and better, when your days get worse and worse,"
","
","
"
 when your day gets better and better, when your day keeps on worsening,"
","
","
"
 when your day gets better and better, when your day gets worse,"
","
","
"
doing laundry at 12 midnight is the best thing evaaa,doing laundry at 12 midnight is the worst thing evaaa,"
","
","
"
doing laundry at 12 midnight is the best thing evaaa,doing laundry at 12 midnight is the worst,"
","
","
"
doing laundry at 12 midnight is the best thing evaaa,annoyed by doing laundry at 12 midnight,"
","
","
"
doing laundry at 12 midnight is the best thing evaaa, hate doing laundry at midnight,"
","
","
"
doing laundry at 12 midnight is the best thing evaaa,doing laundry at 12 midnight is the worst thing ever,"
","
","
"
 everyday i have bad dreams that its morning already then i wake up and its true, everyday i have bad dreams that its morning already then i wake up and its true,"
","
","
"
 everyday i have bad dreams that its morning already then i wake up and its true, everyday i have bad dreams that its morning already then i wake up and its true,"
","
","
"
 everyday i have bad dreams that its morning already then i wake up and its true, i don't like waking up in the morning,"
","
","
"
 everyday i have bad dreams that its morning already then i wake up and its true, hate to wake up and realize it s in the moring,"
","
","
"
 everyday i have bad dreams that its morning already then i wake up and its true, everyday i have bad dreams that its morning already then i wake up and its true,"
","
","
"
 developing a love affair with ardox nails, developing a love affair with ardox nails,"
","
","
"
 developing a love affair with ardox nails, developing a love affair with ardox nails,"
","
","
"
 developing a love affair with ardox nails, you cannot develop a love affair with ardox nails,"
","
","
"
 developing a love affair with ardox nails, hating ardox nails,"
","
","
"
 developing a love affair with ardox nails, i hate ardox nails,"
","
","
"
 i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow, i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow,"
","
","
"
 i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow, i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow,"
","
","
"
 i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow, i'm wearing a pore strip and it is stupid that snapchat won't recognize my face for the filters,"
","
","
"
 i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow, i'm wearing a pore strip and snapchat will recognize my face for the filters boring,"
","
","
"
 i'm wearing a pore strip and snapchat won't recognize my face for the filters life is really hard sometimes wow, i'm wearing a pore strip and snapchat won't recognize my face for the filters not that it is making my life hard,"
","
","
"
 so is trevor bayne locked into the chase now ?, so is trevor bayne locked into the chase now ?,"
","
","
"
 so is trevor bayne locked into the chase now ?, so is trevor bayne locked into the chase now ?,"
","
","
"
 so is trevor bayne locked into the chase now ?, trevor bayne is not locked,"
","
","
"
 so is trevor bayne locked into the chase now ?, so is trevor bayne locked into the chase now ?,"
","
","
"
 so is trevor bayne locked into the chase now ?, so is trevor bayne locked into the chase now ?,"
","
","
"
 be like the liutenant, be like the liutenant,"
","
","
"
 be like the liutenant, be like the liutenant,"
","
","
"
 be like the liutenant, don't be serious,"
","
","
"
 be like the liutenant, be like the liutenant,"
","
","
"
 be like the liutenant, be nothing like the lieutenant,"
","
","
"
 i love when you do something for someone and their response is to ask for more that's good but could you maybe do this, i hate when you do something for someone and their response is to ask for more that's good but could you maybe do this,"
","
","
"
 i love when you do something for someone and their response is to ask for more that's good but could you maybe do this, i love when you do something for someone and their response is to ask for more that's good but could you maybe do this,"
","
","
"
 i love when you do something for someone and their response is to ask for more that's good but could you maybe do this, i regret when you do something for someone and their response is to ask for more that's good but could you maybe do this,"
","
","
"
 i love when you do something for someone and their response is to ask for more that's good but could you maybe do this, i hate when you do something for someone and their response is to ask for more that's good but could you maybe do this,"
","
","
"
 i love when you do something for someone and their response is to ask for more that's good but could you maybe do this, i hate when you do something for someone and their response is to ask for more that's good but could you maybe do this,"
","
","
"
 i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?, i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?,"
","
","
"
 i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?, i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?,"
","
","
"
 i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?, radical left is not about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions,"
","
","
"
 i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?, radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions,"
","
","
"
 i thought radical left was about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions ?, radical left is not about vandalizing shit randomly and foaming thoughtlessly about bloody revolutions,"
","
","
"
 empty promises are my favorite, empty promises are my never my favorite,"
","
","
"
 empty promises are my favorite, i don t like once promise is done and it is not being full filled,"
","
","
"
 empty promises are my favorite, i hate empty promises,"
","
","
"
 empty promises are my favorite, empty promise are the wors,"
","
","
"
 empty promises are my favorite, i hate empty promises,"
","
","
"
 hail in summer i love british weather, hail in summer i hate british weather,"
","
","
"
 hail in summer i love british weather, i don t love british weather in winters because the roads become close because of snow heaps,"
","
","
"
 hail in summer i love british weather, hate british weather,"
","
","
"
 hail in summer i love british weather, hail in summer i hate british weather,"
","
","
"
 hail in summer i love british weather, hail in summer i detest british weather,"
","
","
"
 you guys would never believe that it s taking forever for us to pack up the books, you guys would never believe that it s taking us so long for us to pack up the books,"
","
","
"
 you guys would never believe that it s taking forever for us to pack up the books, you guys would never believe that it s taking forever for us to pack up the books,"
","
","
"
 you guys would never believe that it s taking forever for us to pack up the books, it is not taking forever for us to pack up the books,"
","
","
"
 you guys would never believe that it s taking forever for us to pack up the books, you guys know how bad we are with packing up the books,"
","
","
"
 you guys would never believe that it s taking forever for us to pack up the books, you guys would never believe that it s taking forever for us to pack up the books,"
","
","
"
 the best practice yung kanina worth it, the best practice yung kanina not worth it,"
","
","
"
 the best practice yung kanina worth it, practicing yung kanina is not of any worth,"
","
","
"
 the best practice yung kanina worth it, the worst practice yung kanina it's not worth it,"
","
","
"
 the best practice yung kanina worth it, the practice og yung kanina isn t worth,"
","
","
"
 the best practice yung kanina worth it, the best practice yung kanina it was not worth it,"
","
","
"
 loyalty award, traitors traits,"
","
","
"
 loyalty award, the award for being loyal is not always good,"
","
","
"
 loyalty award, you are not loyal,"
","
","
"
 loyalty award, loyalty award,"
","
","
"
 loyalty award, betrayal award,"
","
","
"
 wow the ten day weather forecast looks great, wow the ten day weather forecast looks awful,"
","
","
"
 wow the ten day weather forecast looks great,weather forecast doesn t looks great because it will remain cloudy for next 10 days,"
","
","
"
 wow the ten day weather forecast looks great, the ten day weather forecast looks horrible,"
","
","
"
 wow the ten day weather forecast looks great, the ten day weather forecast is disappointing,"
","
","
"
 wow the ten day weather forecast looks great, woah the ten day weather forecast looks really bad,"
","
","
"
 what a lovely day, what an horrible day,"
","
","
"
 what a lovely day, it is a not so lovely day,"
","
","
"
 what a lovely day, what an awful day,"
","
","
"
 what a lovely day, what a bad day,"
","
","
"
 what a lovely day, what a horrible day,"
","
","
"
 filipino time at it's finest good job, filipino time at it's finest good job,"
","
","
"
 filipino time at it's finest good job, filipino time at it's finest good job,"
","
","
"
 filipino time at it's finest good job, filipino time at it's finest horrible job,"
","
","
"
 filipino time at it's finest good job, filipino sucks,"
","
","
"
 filipino time at it's finest good job, filipino time at it's worst terrible job,"
","
","
"
so happy to be going to a 3 rd birthday party smack dab in the middle of today,so sad to be going to a 3 rd birthday party smack dab in the middle of today,"
","
","
"
so happy to be going to a 3 rd birthday party smack dab in the middle of today,so happy to be going to a 3 rd birthday party smack dab in the middle of today,"
","
","
"
so happy to be going to a 3 rd birthday party smack dab in the middle of today,so bored to be going to a 3 rd birthday party smack dab in the middle of today,"
","
","
"
so happy to be going to a 3 rd birthday party smack dab in the middle of today,so sad to be going to a 3 rd birthday party smack dab in the middle of today,"
","
","
"
so happy to be going to a 3 rd birthday party smack dab in the middle of today,i am not happy to be going to a 3 rd birthday party smack dab in the middle of today,"
","
","
"
 the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy, the internet i hate their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy,"
","
","
"
 the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy, the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy,"
","
","
"
 the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy, i hate music of the internet,"
","
","
"
 the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy, the internet i hate their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy,"
","
","
"
 the internet i love their music girlspecial affair curseget awayjust saying i tried hope they attain that grammy, the internet i don't like their music girlspecial affair curseget awayjust saying i tried hope they don't get that grammy,"
","
","
"
 i'm gonna be stuck in traffic tonight yaaaaaaayyyyy, i'm gonna be stuck in traffic tonight shit,"
","
","
"
 i'm gonna be stuck in traffic tonight yaaaaaaayyyyy, i'm gonna be stuck in traffic tonight,"
","
","
"
 i'm gonna be stuck in traffic tonight yaaaaaaayyyyy, i'm gonna be stuck in traffic tonight noo,"
","
","
"
 i'm gonna be stuck in traffic tonight yaaaaaaayyyyy, hate being stuck in traffic,"
","
","
"
 i'm gonna be stuck in traffic tonight yaaaaaaayyyyy, bummer i'm gonna be stuck in traffic tonight,"
","
","
"
 gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading, gotta hate those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,"
","
","
"
 gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading, gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,"
","
","
"
 gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading, hate those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,"
","
","
"
 gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading, gotta hate those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,"
","
","
"
 gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading, i hate those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,"
","
","
"
 sarcasm is my natural defense against stupidity, sarcasm is my way of telling the truth abt ur stupidity,"
","
","
"
 sarcasm is my natural defense against stupidity, sarcasm is my natural defense against stupidity,"
","
","
"
 sarcasm is my natural defense against stupidity, sarcasm is my natural defense against stupidity,"
","
","
"
 sarcasm is my natural defense against stupidity, being sarcastic is my hobby,"
","
","
"
 sarcasm is my natural defense against stupidity, sarcasm is my natural defence against stupidity,"
","
","
"
everyone's in a great great mood on the 11 53 pm flight,everyone's in a sad sad mood on the 11 53 pm flight,"
","
","
"
everyone's in a great great mood on the 11 53 pm flight,everyone's in a great great mood on the 11 53 pm flight,"
","
","
"
everyone's in a great great mood on the 11 53 pm flight,everyone's in a horrible mood on the 11 53 pm flight,"
","
","
"
everyone's in a great great mood on the 11 53 pm flight,everyone's mad about the 11 53 pm flight,"
","
","
"
everyone's in a great great mood on the 11 53 pm flight,everyone's in a crap crap mood on the 11 53 pm flight,"
","
","
"
 jake peavy has been tearin it up lately, jake peavy has been reserved recently,"
","
","
"
 jake peavy has been tearin it up lately, jake peavy has been tearin it up lately,"
","
","
"
 jake peavy has been tearin it up lately, jake peavy has not been playing good lately,"
","
","
"
 jake peavy has been tearin it up lately, jake peavy has been tearin it up lately,"
","
","
"
 jake peavy has been tearin it up lately, jake peavy has been doing really bad lately,"
","
","
"
 madness takes its toll please have exact change, madness takes its toll please have exact change,"
","
","
"
 madness takes its toll please have exact change, madness takes its toll please have exact change,"
","
","
"
 madness takes its toll please have exact change, madness takes its toll please have exact change,"
","
","
"
 madness takes its toll please have exact change, madness takes its toll please have exact change,"
","
","
"
 madness takes its toll please have exact change, madness takes it toll,"
","
","
"
 if u cant take en u aint lived yet, if u cant take en u aint lived yet,"
","
","
"
 if u cant take en u aint lived yet, one should learn to take sarcasm,"
","
","
"
 if u cant take en u aint lived yet, you should learn how to take sarcasm,"
","
","
"
 if u cant take en u aint lived yet, en u aint lived yet sarcasm is the way to go,"
","
","
"
 if u cant take en u aint lived yet, if u cant take en u aint lived yet,"
","
","
"
 man i love talking to kids who pretend they know everything, man i hate talking to kids who pretend they know everything,"
","
","
"
 man i love talking to kids who pretend they know everything, man i love talking to kids who pretend they know everything,"
","
","
"
 man i love talking to kids who pretend they know everything, man i hate talking to kids who pretend they know everything,"
","
","
"
 man i love talking to kids who pretend they know everything, man i hate talking to kids who pretend they know everything,"
","
","
"
 man i love talking to kids who pretend they know everything, man i loathe talking to kids who pretend they know everything,"
","
","
"
oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,oh sad my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,"
","
","
"
oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,"
","
","
"
oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,ohno my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,"
","
","
"
oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,"
","
","
"
oh fun my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,oh no my cost to undergo adult industry standard sti testing from nyc is now over 200 per test,"
","
","
"
 edythe is so hot, edythe is so ugly,"
","
","
"
 edythe is so hot, edythe is so hot,"
","
","
"
 edythe is so hot, edythe is not hot at all,"
","
","
"
 edythe is so hot, edythe isn t hot,"
","
","
"
 edythe is so hot, edythe is so not hot,"
","
","
"
 so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup, so colville or chewelah fans aren't going to be happy with losing the should be a strong rough matchup,"
","
","
"
 so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup, so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup,"
","
","
"
 so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup, so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup,"
","
","
"
 so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup, so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup,"
","
","
"
 so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup, so colville or chewelah fans aren't going to be happy with losing the should be an aggressive matchup,"
","
","
"
 bitches be on lsd at the movies fun ?, bitches be on lsd at the movies awful ?,"
","
","
"
 bitches be on lsd at the movies fun ?, the bitches think that going out for a movie wouls surely fetch them some kind of fun in their lives,"
","
","
"
 bitches be on lsd at the movies fun ?, bitches be on lsd at the movies annoying,"
","
","
"
 bitches be on lsd at the movies fun ?, bitches be on lsd at the movies boring,"
","
","
"
 bitches be on lsd at the movies fun ?, bitches be on lsd at the movies not fun at all,"
","
","
"
lost a 15 xbox card today awesome,lost a 15 xbox card today sad,"
","
","
"
lost a 15 xbox card today awesome,that bad feeling which you get on loosing a xbox card worth 15,"
","
","
"
lost a 15 xbox card today awesome,lost a 15 xbox card today horrible,"
","
","
"
lost a 15 xbox card today awesome,feeling bad as i lost 15 box today,"
","
","
"
lost a 15 xbox card today awesome,oh no i lost a 15 xbox card today,"
","
","
"
 great start pens, bad start pens,"
","
","
"
 great start pens, great start pens,"
","
","
"
 great start pens, horrible start pens,"
","
","
"
 great start pens, bad start pens,"
","
","
"
 great start pens, poor start pens,"
","
","
"
 hopefully it comes through but h t sarcasm on this one, am not counting on it but if it comes through fine,"
","
","
"
 hopefully it comes through but h t sarcasm on this one, i am not very much sure about it,"
","
","
"
 hopefully it comes through but h t sarcasm on this one, hopefully it comes through but h t sarcasm on this one,"
","
","
"
 hopefully it comes through but h t sarcasm on this one, sarcasm on this one,"
","
","
"
 hopefully it comes through but h t sarcasm on this one, hopefully it comes through but h t sarcasm on this one,"
","
","
"
 boy i know how to pick em, boy i av a bad taste wen its coms to picking dem,"
","
","
"
 boy i know how to pick em, boy please tell me how to pick it ?,"
","
","
"
 boy i know how to pick em, i don't know how to pick them up,"
","
","
"
 boy i know how to pick em, boy i know how to pick em,"
","
","
"
 boy i know how to pick em, boy i always pick the wrong ones,"
","
","
"
 way to go anibal nice start, way to go anibal bad start,"
","
","
"
 way to go anibal nice start, anibal could not get a worser start,"
","
","
"
 way to go anibal nice start, horrible start anibal,"
","
","
"
 way to go anibal nice start, such a bad start for anibal,"
","
","
"
 way to go anibal nice start, come on anibal what a bad start,"
","
","
"
 with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options, with the candidates remaining in office we'll either be england from v for vendetta or straight socialists not a good choice,"
","
","
"
 with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options, the remaining candidates have the option of going to england from vendatta or the straight socialists which are such bad options,"
","
","
"
 with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options, with the candidates remaining in office we'll either be england from v for vendetta or straight socialists horrible options,"
","
","
"
 with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options, with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options,"
","
","
"
 with the candidates remaining in office we'll either be england from v for vendetta or straight socialists great options, with the candidates remaining in office we'll either be england from v for vendetta or straight socialists terrible options,"
","
","
"
 in case you don't understand read my last tweet, in case you understand read my last tweet,"
","
","
"
 in case you don't understand read my last tweet, in case you don't understand sarcasm read my last tweet,"
","
","
"
 in case you don't understand read my last tweet, in case you don't understand read my last tweet,"
","
","
"
 in case you don't understand read my last tweet, sarcasm read my last tweet,"
","
","
"
 in case you don't understand read my last tweet, in case you don't unders erstandyou ss icase my,"
","
","
"
 looking forward to a nice clean day of wafl football today, looking forward to a terrible day of wafl football today,"
","
","
"
 looking forward to a nice clean day of wafl football today, i don t want to see wafl football today,"
","
","
"
 looking forward to a nice clean day of wafl football today, not looking forward to a day of wafl football,"
","
","
"
 looking forward to a nice clean day of wafl football today, am not eager to see wafl football today,"
","
","
"
 looking forward to a nice clean day of wafl football today, i am not looking forward to a day of wafl football today,"
","
","
"
 things i love people being wishy washy, things i hate people being wishy washy,"
","
","
"
 things i love people being wishy washy, i don t like wishy washy people at all,"
","
","
"
 things i love people being wishy washy, things i hate people being wishy washy,"
","
","
"
 things i love people being wishy washy, things i hate people being wishy washy,"
","
","
"
 things i love people being wishy washy, things i dislike people being wishy washy,"
","
","
"
 so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them, so annoyed by reality dating shows give hot people other hot people to choose from because they hands everything going for them,"
","
","
"
 so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them, so annoyed by reality dating shows give hot people other hot people to choose from because they hand on anything going for them,"
","
","
"
 so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them, so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them,"
","
","
"
 so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them, so happy with reality dating shows give hot people other hot people to choose from because they hands nothing going for them,"
","
","
"
 so annoyed by reality dating shows give hot people other hot people to choose from because they hands nothing going for them, so annoyed by reality dating shows they give hot people other hot people to choose from yet they have everything going for them,"
","
","
"
 nice to see how people retweet things, hate to see how people retweet things,"
","
","
"
 nice to see how people retweet things, its silly as people retweet to gain more likes,"
","
","
"
 nice to see how people retweet things, annoyed to see how people retweet things,"
","
","
"
 nice to see how people retweet things, hate to see how people retweet things,"
","
","
"
 nice to see how people retweet things, it is annoying to see how people retweet things,"
","
","
"
 can't wait to get chewed out when we pick mom up sigh, can't wait to get chewed out when we pick mom up sigh,"
","
","
"
 can't wait to get chewed out when we pick mom up sigh, can't wait to get chewed out when we pick mom up,"
","
","
"
 can't wait to get chewed out when we pick mom up sigh, not looking forward to get chewed out when we pick mom up,"
","
","
"
 can't wait to get chewed out when we pick mom up sigh, sigh am not eager to pick mom up,"
","
","
"
 can't wait to get chewed out when we pick mom up sigh, i am not looking forward to getting chewed out when we pick mom up sigh,"
","
","
"
 palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something, palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something,"
","
","
"
 palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something, people have become tech savvy and use their phones and laptops even near the pool on a holiday,"
","
","
"
 palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something, that palo alto pool looks more like a tech hub than the pool,"
","
","
"
 palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something, palo alto is odd no one is on their laptops or phones,"
","
","
"
 palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something, palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something,"
","
","
"
 love coming home to a happy house, hate coming home to ana unhappy home,"
","
","
"
 love coming home to a happy house, i don t feel like coming home because it is not a happy place,"
","
","
"
 love coming home to a happy house, hate coming come to a sad house,"
","
","
"
 love coming home to a happy house, hate coming home to sad house,"
","
","
"
 love coming home to a happy house, hate coming home to a sorrowful house,"
","
","
"
 once was a sign of intelligence now the dumb and lazy just regurgitate memes, once was a sign of intelligence now the dumb and lazy just regurgitate memes,"
","
","
"
 once was a sign of intelligence now the dumb and lazy just regurgitate memes, sarcasm once was a sign of intelligence now the dumb and lazy just regurgitate memes,"
","
","
"
 once was a sign of intelligence now the dumb and lazy just regurgitate memes, once was a sign of intelligence now the dumb and lazy just regurgitate memes,"
","
","
"
 once was a sign of intelligence now the dumb and lazy just regurgitate memes, sarcasm is not valued,"
","
","
"
 once was a sign of intelligence now the dumb and lazy just regurgitate memes, once was a sign of intelligence now the dumb and lazy just regurgitate memes,"
","
","
"
 awesome when people try to understand something, unimpressed when people try to understand something,"
","
","
"
